Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Country of Sale	Songwriter Royalties Withheld	Earnings (USD)
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	9	70	Song	HK	0	0.02252290
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	12	70	Song	SI	0	0.00774888
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	192	70	Song	ES	0	0.38005703
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	11	70	Song	MT	0	0.02524096
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	125	70	Song	CZ	0	0.25868202
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	26	70	Song	BD	0	0.01018790
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	81	70	Song	VN	0	0.05145736
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1013	70	Song	AU	0	2.49066608
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	49	70	Song	BG	0	0.05410385
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	192	70	Song	GR	0	0.37094751
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	211	70	Song	ZA	0	0.15735310
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	15	70	Song	EE	0	0.02882751
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	46	70	Song	SK	0	0.06957186
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	MU	0	0.00280490
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	PA	0	0.00488810
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	54	70	Song	MA	0	0.03924967
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	240	70	Song	IN	0	0.09539524
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	3	70	Song	DJ	0	0.00457030
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	39	70	Song	KE	0	0.01360099
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	3	70	Song	UY	0	0.00334110
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	AZ	0	0.00000140
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	CV	0	0.00117250
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	19	70	Song	KW	0	0.03674228
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	23	70	Song	KR	0	0.04557277
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	173	70	Song	UA	0	0.09434454
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	15	70	Song	DZ	0	0.00072170
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	11	70	Song	JM	0	0.01259719
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	EC	0	0.00240870
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	6	70	Song	GH	0	0.00082250
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	BN	0	0.00103460
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	55	70	Song	EG	0	0.02276189
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	QA	0	0.00284410
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	6	70	Song	JO	0	0.00893829
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	24	70	Song	FJ	0	0.05152767
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	3	70	Song	IQ	0	0.00194180
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	4	70	Song	OM	0	0.00657650
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	5	70	Song	BH	0	0.01080869
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	BB	0	0.00389760
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	SV	0	0.00004060
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	5841	70	Song	US	0	16.83328401
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	182	70	Song	NG	0	0.02871258
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	5	70	Song	MZ	0	0.00568820
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	BW	0	0.00045430
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	GD	0	0.00425880
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	SN	0	0.00099750
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	GE	0	0.00288400
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	AM	0	0.00185010
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	UG	0	0.00194950
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	6	70	Song	CR	0	0.00882769
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	16	70	Song	SZ	0	0.01922619
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	LR	0	0.00133350
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	NA	0	0.00130690
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	7	70	Song	UZ	0	0.01088639
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	3	70	Song	ZW	0	0.00234850
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	12	70	Song	MD	0	0.00714910
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	10	70	Song	TN	0	0.00407540
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	17	70	Song	GT	0	0.01339379
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	12	70	Song	BY	0	0.00899989
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	BO	0	0.00146090
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	3	70	Song	VE	0	0.00547330
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	4	70	Song	SC	0	0.00939189
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	CM	0	0.00099260
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	10	70	Song	KZ	0	0.00835799
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	3	70	Song	DO	0	0.00357560
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	7	70	Song	TT	0	0.01013459
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	SR	0	0.00082740
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	20	70	Song	ZM	0	0.00869539
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	29	70	Song	MW	0	0.01528309
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	CD	0	0.00048440
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	7	70	Song	KH	0	0.00628880
2025-06-25	2025-04	Spotify	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	735	70	Song	GB	0	2.80487090
2025-06-27	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	CA	0	0.00724759
2025-06-27	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	SE	0	0.01470474
2025-06-27	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	3	70	Song	US	0	0.01739550
2025-06-27	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	16	70	Song	US	0	0.15981137
2025-06-27	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	3	70	Song	KW	0	0.01875020
2025-06-27	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	CA	0	0.00724759
2025-06-27	2025-05	YouTube (Red)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	BR	0	0.00722839
2025-06-27	2025-05	YouTube (Red)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	SI	0	0.00852589
2025-06-27	2025-05	YouTube (Red)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	UA	0	0.00058864
2025-06-27	2025-05	YouTube (Red)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	46	70	Song	US	0	0.18037697
2025-06-27	2025-05	YouTube (Red)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	SG	0	0.00488323
2025-06-27	2025-05	YouTube (Red)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	CA	0	0.00402578
2025-06-27	2025-05	YouTube (Red)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	DE	0	0.01347905
2025-06-27	2025-05	YouTube (Red)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	NL	0	0.01627161
2025-06-27	2025-05	YouTube (Red)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	TR	0	0.00074809
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	12	70	Song	DE	0	0.00839407
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	0	70	Song	AU	0	0.00226897
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	63	70	Song	US	0	0.09964813
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	3	70	Song	CA	0	0.00369870
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	4	70	Song	FR	0	0.01369646
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	US	0	0.00055828
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	BR	0	0.00100843
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	GB	0	0.00018712
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	TR	0	0.00057200
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	BH	0	0.00056780
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	FR	0	0.00047788
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	2	70	Song	MA	0	0.00043755
2025-06-28	2025-05	YouTube (ContentID)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	1	70	Song	KW	0	0.00339197
2025-06-28	2025-05	YouTube (Ads)	Anfa Rose	GLOBE HOPPER	QZTBF2422595	198888756901	6	70	Song	US	0	0.01245806
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	13	70	Song	GB	0	0.09900746
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	HU	0	0.00392413
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	2	70	Song	IL	0	0.00972637
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	7	70	Song	IN	0	0.00855545
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	6	70	Song	KZ	0	0.00567157
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	3	70	Song	NG	0	0.00045379
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	3	70	Song	PL	0	0.00839263
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	RO	0	0.00374915
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	QA	0	0.00463439
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	12	70	Song	RU	0	0.02092260
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	3	70	Song	SA	0	0.02152072
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	2	70	Song	TR	0	0.00210873
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	4	70	Song	MA	0	0.01840169
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	MD	0	0.00266491
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	23	70	Song	HN	0	0.05013565
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	2	70	Song	EC	0	0.00285321
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	5	70	Song	UA	0	0.01080945
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	207	70	Song	US	0	0.91207522
2025-06-01	2025-04	Apple Music	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	5	70	Song	ZA	0	0.01130789
2025-06-01	2025-04	Tidal	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	2	70	Song	CA	0	0.00562273
2025-06-01	2025-04	Tidal	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	CZ	0	0.00576022
2025-06-01	2025-04	Tidal	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	US	0	0.00799341
2025-06-04	2025-03	NetEase	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	US	0	0.00029649
2025-06-04	2025-04	Pandora	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	35	70	Song	US	0	0.08575000
2025-06-18	2025-04	Amazon Prime (Streaming)	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	US	0	0.00149353
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	318	70	Song	GB	0	-0.32523818
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	2	70	Song	ZW	0	-0.00044675
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	28	70	Song	KE	0	-0.00262719
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	2	70	Song	SC	0	-0.00130416
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	8	70	Song	UZ	0	-0.00274671
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	6	70	Song	TT	0	-0.00118276
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	11	70	Song	MD	0	-0.00164135
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	6	70	Song	CR	0	-0.00224320
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	8	70	Song	JO	0	-0.00372772
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	2	70	Song	BN	0	-0.00114584
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	VE	0	-0.00045029
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	2528	70	Song	US	0	-1.98096835
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	2	70	Song	CV	0	-0.00057737
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	18	70	Song	ZM	0	-0.00264738
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	44	70	Song	EG	0	-0.00860025
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	135	70	Song	IN	0	-0.01742225
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	10	70	Song	KZ	0	-0.00289044
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	4	70	Song	UY	0	-0.00002369
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	11	70	Song	BY	0	-0.00213425
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	132	70	Song	UA	0	-0.02103979
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	10	70	Song	MW	0	-0.00109864
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	9	70	Song	GH	0	-0.00049223
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	DJ	0	-0.00037455
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	6	70	Song	MZ	0	-0.00163700
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	SZ	0	-0.00032079
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	2	70	Song	IQ	0	-0.00068521
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	PA	0	-0.00055694
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	5	70	Song	DZ	0	-0.00084378
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	7	70	Song	TN	0	-0.00072417
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	10	70	Song	KW	0	-0.00525178
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	32	70	Song	MA	0	-0.00638920
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	7	70	Song	GT	0	-0.00225230
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	GD	0	-0.00054193
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	11	70	Song	KR	0	-0.00530276
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	OM	0	-0.00060716
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	7	70	Song	KH	0	-0.00156578
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	3	70	Song	AZ	0	-0.00041511
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	LY	0	-0.00000000
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	6	70	Song	GE	0	-0.00139120
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	97	70	Song	NG	0	-0.00547076
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	BW	0	-0.00029522
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	AO	0	-0.00025599
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	SR	0	-0.00038447
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	5	70	Song	JM	0	-0.00155019
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	4	70	Song	KG	0	-0.00144605
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	LB	0	-0.00048934
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	DO	0	-0.00040368
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	QA	0	-0.00065429
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	14	70	Song	CL	0	-0.00293784
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	5	70	Song	MK	0	-0.00277343
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	230	70	Song	PL	0	-0.08393668
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	3	70	Song	IS	0	-0.00400461
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	35	70	Song	MY	0	-0.00731700
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	15	70	Song	LV	0	-0.00916376
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	22	70	Song	VN	0	-0.00360786
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	38	70	Song	LT	0	-0.02057816
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	33	70	Song	SA	0	-0.00993876
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	44	70	Song	JP	0	-0.03012580
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	14	70	Song	BD	0	-0.00162694
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	19	70	Song	FI	0	-0.02076148
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	21	70	Song	SG	0	-0.01257628
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	87	70	Song	CH	0	-0.10766023
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	6	70	Song	LK	0	-0.00123247
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	32	70	Song	AE	0	-0.01815023
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	6	70	Song	HK	0	-0.00438102
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	19	70	Song	CY	0	-0.00619053
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	32	70	Song	PK	0	-0.00439602
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	8	70	Song	XK	0	-0.00197803
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	49	70	Song	DK	0	-0.05509597
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1118	70	Song	DE	0	-0.89493707
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	174	70	Song	NL	0	-0.15144824
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	5	70	Song	BA	0	-0.00137410
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	66	70	Song	SK	0	-0.02963201
2025-06-25	2025-04	Spotify	Anfa Rose	NO WAY AROUND IT	QZWFN2487255	198883321401	1	70	Song	ME	0	-0.00057306
